"","KID","PPE","year"
"3110",6205193,NA,1997
"3111",6210035,NA,1997
"3112",6210036,NA,1997
"3113",6210037,NA,1997
"3114",6210040,NA,1997
"3115",6212035,4200,1997
"3116",6212036,4200,1997
"3117",6212037,5221,1997
"3118",6212038,5257,1997
"3119",6216030,NA,1997
"3120",6217034,NA,1997
"3121",6217035,NA,1997
"3122",6217036,NA,1997
"3123",6227030,NA,1997
"3124",6227178,NA,1997
"3125",6228036,500,1997
"3126",6228037,NA,1997
"3127",6228177,NA,1997
"3128",6228178,NA,1997
"3129",6229031,NA,1997
"3130",6229032,NA,1997
"3131",6229033,NA,1997
"3132",6229178,NA,1997
"3133",6231036,NA,1997
"3134",6231037,NA,1997
"3135",6231040,NA,1997
"3136",6231041,NA,1997
"3137",6231182,NA,1997
"3138",6232039,NA,1997
"3139",6232042,NA,1997
"3140",6232046,NA,1997
"3141",6232047,NA,1997
"3142",6232048,NA,1997
"3143",6233036,NA,1997
"3144",6233037,NA,1997
"3145",6250034,NA,1997
"3146",6262034,4947,1997
"3147",6262035,NA,1997
"3148",6262036,NA,1997
"3149",6275031,NA,1997
"3150",6275033,NA,1997
"3151",6275034,NA,1997
"3152",6275035,NA,1997
"3153",6281039,NA,1997
"3154",6287041,NA,1997
"3155",6287042,NA,1997
"3156",6287043,NA,1997
"3157",6287044,NA,1997
"3158",6316031,5147.69,1997
"3159",6316032,NA,1997
"3160",6316033,NA,1997
"3161",6316172,5728,1997
"3162",6327171,2260,1997
"3163",6327172,NA,1997
"3164",6335035,NA,1997
"3165",6335036,NA,1997
"3166",6335037,NA,1997
"3167",6335038,NA,1997
"3168",6342170,NA,1997
"3169",6350032,NA,1997
"3170",6350033,NA,1997
"3171",6350034,NA,1997
"3172",6350035,NA,1997
"3173",6357034,NA,1997
"3174",6357035,NA,1997
"3175",6358037,NA,1997
"3176",6358038,NA,1997
"3177",6358041,NA,1997
"3178",6358043,NA,1997
"3179",6361030,NA,1997
"3180",6361033,NA,1997
"3181",6361034,NA,1997
"3182",6365046,NA,1997
"3183",6365048,NA,1997
"3184",6365049,NA,1997
"3185",6365050,NA,1997
"3186",6365051,NA,1997
"3187",6365052,NA,1997
"3188",6365053,NA,1997
"3189",6366031,NA,1997
"3190",6366032,NA,1997
"3191",6367036,NA,1997
"3192",6368033,NA,1997
"3193",6368034,NA,1997
"3194",6368035,NA,1997
"3195",6368180,NA,1997
"3196",6370036,NA,1997
"3197",6370037,NA,1997
"3198",6370038,NA,1997
"3199",6370039,NA,1997
"3200",6370040,NA,1997
"3201",6370041,NA,1997
"3202",6370042,NA,1997
"3203",6375033,NA,1997
"3204",6375034,NA,1997
"3205",6376034,NA,1997
"3206",6376175,NA,1997
"3207",6377035,NA,1997
"3208",6377036,NA,1997
"3209",6377037,NA,1997
"3210",6381038,NA,1997
"3211",6381040,NA,1997
"3212",6381178,NA,1997
"3213",6396030,NA,1997
"3214",6396031,NA,1997
"3215",6398031,NA,1997
"3216",6406035,NA,1997
"3217",6406037,NA,1997
"3218",6411033,3135,1997
"3219",6411034,NA,1997
"3220",6412032,NA,1997
"3221",6412033,NA,1997
"3222",6413036,NA,1997
"3223",6413037,NA,1997
"3224",6413038,NA,1997
"3225",6413039,5000,1997
"3226",6413040,NA,1997
"3227",6413042,NA,1997
"3228",6414173,NA,1997
"3229",6418036,NA,1997
"3230",6418176,NA,1997
"3231",6434030,NA,1997
"3232",6434172,NA,1997
"3233",6436046,NA,1997
"3234",6436047,NA,1997
"3235",6436048,NA,1997
"3236",6436049,NA,1997
"3237",6438032,NA,1997
"3238",6444034,NA,1997
"3239",6444035,NA,1997
"3240",6472030,NA,1997
"3241",6475037,4885,1997
"3242",6475038,NA,1997
"3243",6475040,4885,1997
"3244",6475041,NA,1997
"3245",6475042,NA,1997
"3246",6475043,NA,1997
"3247",6476035,5219,1997
"3248",6478031,NA,1997
"3249",6478045,NA,1997
"3250",6478048,4989,1997
"3251",6478052,NA,1997
"3252",6484044,5000,1997
"3253",6485036,NA,1997
"3254",6485039,4081,1997
"3255",6485041,NA,1997
"3256",6485042,NA,1997
"3257",6485178,NA,1997
"3258",6485181,NA,1997
"3259",6485183,4200,1997
"3260",6485184,NA,1997
"3261",6494035,NA,1997
"3262",6494036,NA,1997
"3263",6498033,NA,1997
"3264",6498192,NA,1997
"3265",6498193,NA,1997
"3266",6499034,NA,1997
"3267",6499039,NA,1997
"3268",6499180,NA,1997
"3269",6516033,NA,1997
"3270",6519038,NA,1997
"3271",6519040,NA,1997
"3272",6522030,NA,1997
"3273",6522032,NA,1997
"3274",6537036,NA,1997
"3275",6537037,NA,1997
"3276",6537038,NA,1997
"3277",6537039,NA,1997
"3278",6539174,NA,1997
"3279",6541031,NA,1997
"3280",6545037,NA,1997
"3281",6545039,NA,1997
"3282",6545040,NA,1997
"3283",6545041,NA,1997
"3284",6545178,NA,1997
"3285",6545180,NA,1997
"3286",6546034,NA,1997
"3287",6546036,NA,1997
"3288",6546037,NA,1997
"3289",6547032,NA,1997
"3290",6547172,NA,1997
"3291",6549030,NA,1997
"3292",6549031,NA,1997
"3293",6553030,NA,1997
"3294",6553031,NA,1997
"3295",6553032,NA,1997
"3296",6553171,NA,1997
"3297",6557031,NA,1997
"3298",6560033,NA,1997
"3299",6560181,4496,1997
"3300",6571038,NA,1997
"3301",6571177,NA,1997
"3302",6575031,NA,1997
"3303",6575032,NA,1997
"3304",6577038,NA,1997
"3305",6577039,NA,1997
"3306",6577040,NA,1997
"3307",6577041,NA,1997
"3308",6583044,NA,1997
"3309",6583045,NA,1997
"3310",6583046,NA,1997
"3311",6583047,NA,1997
"3312",6583048,NA,1997
"3313",6583049,NA,1997
"3314",6583050,NA,1997
"3315",6583051,NA,1997
"3316",6583052,NA,1997
"3317",6583200,NA,1997
"3318",6588040,NA,1997
"3319",6588041,NA,1997
"3320",6588042,NA,1997
"3321",6589034,2900,1997
"3322",6589035,3975,1997
"3323",6590039,NA,1997
"3324",6590040,NA,1997
"3325",6590041,4948,1997
"3326",6590045,NA,1997
"3327",6590046,NA,1997
"3328",6590047,NA,1997
"3329",6591036,NA,1997
"3330",6591038,NA,1997
"3331",6598034,NA,1997
"3332",6598035,NA,1997
"3333",6598036,NA,1997
"3334",6598037,NA,1997
"3335",6602032,NA,1997
"3336",6602034,NA,1997
"3337",6602035,NA,1997
"3338",6602036,21,1997
"3339",6602040,NA,1997
"3340",6602041,NA,1997
"3341",6602181,21,1997
"3342",6602192,NA,1997
"3343",6602194,NA,1997
"3344",6605033,NA,1997
"3345",6605035,NA,1997
"3346",6605036,NA,1997
"3347",6605037,NA,1997
"3348",6605038,NA,1997
"3349",6605202,NA,1997
"3350",6607180,NA,1997
"3351",6615033,NA,1997
"3352",6615036,NA,1997
"3353",6616033,NA,1997
"3354",6616034,NA,1997
"3355",6616035,NA,1997
"3356",6616036,NA,1997
"3357",6616177,NA,1997
"3358",6616181,NA,1997
"3359",6616183,NA,1997
"3360",6624034,1700,1997
"3361",6625033,NA,1997
"3362",6625034,NA,1997
"3363",6625035,NA,1997
"3364",6625175,NA,1997
"3365",6626032,NA,1997
"3366",6626034,NA,1997
"3367",6626035,NA,1997
"3368",6626036,NA,1997
"3369",6626037,NA,1997
"3370",6626038,NA,1997
"3371",6626039,NA,1997
"3372",6633036,NA,1997
"3373",6633037,NA,1997
"3374",6635042,6200,1997
"3375",6635044,6200,1997
"3376",6635050,NA,1997
"3377",6635052,NA,1997
"3378",6635053,NA,1997
"3379",6638035,NA,1997
"3380",6646037,NA,1997
"3381",6646038,NA,1997
"3382",6646039,NA,1997
"3383",6646040,NA,1997
"3384",6646179,NA,1997
"3385",6649034,NA,1997
"3386",6649035,NA,1997
"3387",6655035,3996,1997
"3388",6655036,3600,1997
"3389",6655037,NA,1997
"3390",6655038,NA,1997
"3391",6655039,NA,1997
"3392",6657031,NA,1997
"3393",6657032,NA,1997
"3394",6657033,NA,1997
"3395",6660031,NA,1997
"3396",6660032,NA,1997
"3397",6664031,NA,1997
"3398",6664032,NA,1997
"3399",6664033,NA,1997
"3400",6664173,NA,1997
"3401",6674032,NA,1997
"3402",6674175,NA,1997
"3403",6680030,NA,1997
"3404",6682033,NA,1997
"3405",6682175,NA,1997
"3406",6684033,NA,1997
"3407",6684034,NA,1997
"3408",6684035,NA,1997
"3409",6684036,90,1997
"3410",6684038,NA,1997
"3411",6684040,NA,1997
"3412",6684041,NA,1997
"3413",6684042,NA,1997
"3414",6694032,NA,1997
"3415",6698033,NA,1997
"3416",6699032,NA,1997
"3417",6706034,NA,1997
"3418",6706037,NA,1997
"3419",6706038,NA,1997
"3420",6706195,NA,1997
"3421",6707033,300,1997
"3422",6707034,NA,1997
"3423",6710034,NA,1997
"3424",6710035,NA,1997
"3425",6714171,NA,1997
"3426",6716031,NA,1997
"3427",6716032,NA,1997
"3428",6716174,NA,1997
"3429",6721032,NA,1997
"3430",6721034,NA,1997
"3431",6722031,NA,1997
"3432",6724034,NA,1997
"3433",6724035,NA,1997
"3434",6724036,NA,1997
"3435",6724037,NA,1997
"3436",6724039,NA,1997
"3437",6724040,NA,1997
"3438",6724204,NA,1997
"3439",6733034,NA,1997
"3440",6733035,NA,1997
"3441",6735038,NA,1997
"3442",6735041,30,1997
"3443",6735042,NA,1997
"3444",6735043,NA,1997
"3445",6735044,NA,1997
"3446",6735045,NA,1997
"3447",6736035,NA,1997
"3448",6736036,NA,1997
"3449",6736037,NA,1997
"3450",6736038,NA,1997
"3451",6736039,NA,1997
"3452",6736040,NA,1997
"3453",6738034,NA,1997
"3454",6738181,NA,1997
"3455",6738182,5374,1997
"3456",6740033,5110,1997
"3457",6740034,NA,1997
"3458",6740035,NA,1997
"3459",6750034,NA,1997
"3460",6750035,NA,1997
"3461",6750036,NA,1997
"3462",6750037,NA,1997
"3463",6750184,3100,1997
"3464",6750185,NA,1997
"3465",6765032,NA,1997
"3466",6765033,NA,1997
"3467",6765034,NA,1997
"3468",6765035,NA,1997
"3469",6765036,NA,1997
"3470",6765037,NA,1997
"3471",6769038,4000,1997
"3472",6769039,4000,1997
"3473",6769040,4000,1997
"3474",6779037,NA,1997
"3475",6779038,NA,1997
"3476",6780174,NA,1997
"3477",6784193,NA,1997
"3478",6785033,NA,1997
"3479",6785037,NA,1997
"3480",6785038,NA,1997
"3481",6788034,NA,1997
"3482",6788035,NA,1997
"3483",6789032,NA,1997
"3484",6790035,NA,1997
"3485",6790036,NA,1997
"3486",6790037,NA,1997
"3487",6793036,NA,1997
"3488",6793037,NA,1997
"3489",6793038,NA,1997
"3490",6793040,NA,1997
"3491",6800038,NA,1997
"3492",6801033,20,1997
"3493",6801038,NA,1997
"3494",6801039,NA,1997
"3495",6801040,NA,1997
"3496",6801185,NA,1997
"3497",6801186,NA,1997
"3498",6802174,NA,1997
"3499",6802175,NA,1997
"3500",6803033,NA,1997
"3501",6816032,400,1997
"3502",6816033,400,1997
"3503",6820034,NA,1997
"3504",6820035,NA,1997
"3505",6820036,NA,1997
"3506",6820037,NA,1997
"3507",6822032,NA,1997
"3508",6822173,NA,1997
"3509",6822175,NA,1997
"3510",6822177,NA,1997
"3511",6826032,NA,1997
"3512",6826033,NA,1997
"3513",6828031,NA,1997
"3514",6828032,NA,1997
"3515",6830030,NA,1997
"3516",6830031,NA,1997
"3517",6832035,NA,1997
"3518",6832036,NA,1997
"3519",6832038,NA,1997
"3520",6832039,NA,1997
"3521",6832040,NA,1997
"3522",6832041,NA,1997
"3523",6832042,NA,1997
"3524",6832044,NA,1997
"3525",6832176,NA,1997
"3526",6832177,NA,1997
"3527",6837034,NA,1997
"3528",6838033,NA,1997
"3529",6839035,NA,1997
"3530",6839036,NA,1997
"3531",6839037,NA,1997
"3532",6840032,26,1997
"3533",6840033,NA,1997
"3534",6843032,NA,1997
"3535",6843033,NA,1997
"3536",6843034,NA,1997
"3537",6845035,NA,1997
"3538",6845037,NA,1997
"3539",6845038,NA,1997
"3540",6845039,NA,1997
"3541",6845040,NA,1997
"3542",6845041,3000,1997
"3543",6845042,NA,1997
"3544",6845043,NA,1997
"3545",6845044,NA,1997
"3546",6849031,NA,1997
"3547",6849032,NA,1997
"3548",6849033,NA,1997
"3549",6851031,NA,1997
"3550",6853032,NA,1997
"3551",6853033,NA,1997
"3552",6854173,NA,1997
"3553",6857030,NA,1997
"3554",6857184,NA,1997
"3555",6862045,NA,1997
"3556",6862047,NA,1997
"3557",6864034,NA,1997
"3558",6864035,NA,1997
"3559",6867034,15,1997
"3560",6867036,NA,1997
"3561",6867201,NA,1997
"3562",6872031,NA,1997
"3563",6872174,NA,1997
