"","KID","CaretypeBroad","Arrange97","Exp97Tot","Hours97Tot","Arrange","Hours97","Exp97"
"2729",5676034,"External",NA,0,0,NA,NA,NA
"2730",5677040,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2731",5677043,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2732",5678034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2733",5678036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2734",5678037,"External",NA,0,0,NA,NA,NA
"2735",5678038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2736",5678039,"External",NA,0,0,NA,NA,NA
"2737",5678041,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2738",5680031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2739",5680032,"External",NA,0,0,NA,NA,NA
"2740",5680033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2741",5680034,"External","Care Center",55,45,6,45,55
"2742",5681041,"External","Care Center",0,30,6,30,0
"2743",5681042,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2744",5683041,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2745",5683042,"External","Care Center",85,8,6,8,85
"2746",5683043,"External",NA,0,0,NA,NA,NA
"2747",5683183,"External",NA,0,0,NA,NA,NA
"2748",5684038,"External",NA,0,0,NA,NA,NA
"2749",5684039,"External",NA,0,0,NA,NA,NA
"2750",5684040,"External","Non Relative",75,40,2,40,75
"2751",5684041,"External",NA,0,0,NA,NA,NA
"2752",5684198,"External","Non Relative",75,40,2,40,75
"2753",5684201,"External",NA,0,0,NA,NA,NA
"2754",5689198,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2755",5693042,"External",NA,0,0,NA,NA,NA
"2756",5693049,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2757",5693196,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2758",5693204,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2759",5698034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2760",5698170,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2761",5706039,"External","Care Center",70,40,6,40,70
"2762",5706040,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2763",5706208,"External",NA,0,0,NA,NA,NA
"2764",5706209,"External","Care Center",65,40,6,40,65
"2765",5714032,"External",NA,0,0,NA,NA,NA
"2766",5714033,"External",NA,0,0,NA,NA,NA
"2767",5715033,"External",NA,0,0,NA,NA,NA
"2768",5715035,"External","Non Relative",25,40,4,40,25
"2769",5748035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2770",5748036,"External",NA,0,0,NA,NA,NA
"2771",5749044,"External",NA,0,0,NA,NA,NA
"2772",5749046,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2773",5749047,"External","Relative",0,30,1,30,0
"2774",5749048,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2775",5750033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2776",5770031,"External",NA,0,0,NA,NA,NA
"2777",5771030,"External","Before/After School Prog.",0.0192307692307692,8,7,8,0.0192307692307692
"2778",5774032,"External",NA,0,0,NA,NA,NA
"2779",5774033,"External","Non Relative",45,40,4,40,45
"2780",5780031,"External",NA,0,0,NA,NA,NA
"2781",5784032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2782",5784037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2783",5801033,"External",NA,0,0,NA,NA,NA
"2784",5801034,"External","Care Center",40,30,6,30,40
"2785",5801035,"External","Before/After School Prog.",0,70,7,70,0
"2786",5812046,"External",NA,0,0,NA,NA,NA
"2787",5812047,"External",NA,0,0,NA,NA,NA
"2788",5812048,"External",NA,0,0,NA,NA,NA
"2789",5812050,"External",NA,0,0,NA,NA,NA
"2790",5812051,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2791",5812052,"External","Non Relative",30,40,4,40,30
"2792",5812053,"External",NA,0,0,NA,NA,NA
"2793",5812054,"External",NA,0,0,NA,NA,NA
"2794",5812057,"External","Care Center",11.875,40,6,40,11.875
"2795",5812059,"External",NA,0,0,NA,NA,NA
"2796",5812060,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2797",5812061,"External",NA,0,0,NA,NA,NA
"2798",5812207,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2799",5813034,"External",NA,0,0,NA,NA,NA
"2800",5813035,"External",NA,0,0,NA,NA,NA
"2801",5814039,"External","Relative",30,40,3,40,30
"2802",5814040,"External",NA,0,0,NA,NA,NA
"2803",5814184,"External",NA,0,0,NA,NA,NA
"2804",5814185,"External",NA,0,0,NA,NA,NA
"2805",5814186,"External","Relative",30,40,3,40,30
"2806",5819034,"External",NA,0,0,NA,NA,NA
"2807",5820034,"External","Relative",0,40,1,40,0
"2808",5820035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2809",5821030,"External","Relative",0,45,3,45,0
"2810",5821173,"External",NA,0,0,NA,NA,NA
"2811",5821174,"External",NA,0,0,NA,NA,NA
"2812",5825030,"External","Care Center",40,15,6,15,40
"2813",5825031,"External","Care Center",55,45,6,45,55
"2814",5826036,"External","Relative",0,5,3,5,0
"2815",5831177,"External",NA,0,0,NA,NA,NA
"2816",5832030,"External","Head Start",90,40,5,40,90
"2817",5834034,"External",NA,0,0,NA,NA,NA
"2818",5834184,"External","Before/After School Prog.",2.5,15,7,15,2.5
"2819",5835036,"External","Head Start",0,30,5,30,0
"2820",5835181,"External","Care Center",37,40,6,40,37
"2821",5841035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2822",5841038,"External","Head Start",9,45,5,45,9
"2823",5849043,"External",NA,0,0,NA,NA,NA
"2824",5849047,"External","Care Center",50,7,6,7,50
"2825",5853044,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2826",5853194,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2827",5858037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2828",5858038,"External","Relative",0,40,3,40,0
"2829",5858039,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2830",5858188,"External",NA,0,0,NA,NA,NA
"2831",5861034,"External",NA,0,0,NA,NA,NA
"2832",5861035,"External",NA,0,0,NA,NA,NA
"2833",5863038,"External",NA,0,0,NA,NA,NA
"2834",5863039,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2835",5863040,"External","Relative",0,25,1,25,0
"2836",5863044,"External","Relative",0,10,1,10,0
"2837",5864178,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2838",5864179,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2839",5871030,"External",NA,0,0,NA,NA,NA
"2840",5871171,"External",NA,0,0,NA,NA,NA
"2841",5872037,"External",NA,0,0,NA,NA,NA
"2842",5872038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2843",5872040,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2844",5872041,"External","Head Start",0,16,5,16,0
"2845",5874179,"External",NA,0,0,NA,NA,NA
"2846",5875172,"External",NA,0,0,NA,NA,NA
"2847",5876032,"External",NA,0,0,NA,NA,NA
"2848",5876033,"External",NA,0,0,NA,NA,NA
"2849",5885033,"External","Non Relative",40,40,4,40,40
"2850",5897031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2851",5897032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2852",5898034,"External","Care Center",50,45,6,45,50
"2853",5898037,"External","Care Center",60,45,6,45,60
"2854",5899031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2855",5899032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2856",5900035,"External",NA,0,0,NA,NA,NA
"2857",5900036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2858",5900037,"External",NA,0,0,NA,NA,NA
"2859",5900039,"External","Relative",0,40,3,40,0
"2860",5900040,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2861",5900175,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2862",5901038,"External",NA,0,0,NA,NA,NA
"2863",5901040,"External",NA,0,0,NA,NA,NA
"2864",5901041,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2865",5901042,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2866",5901043,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2867",5903033,"External",NA,0,0,NA,NA,NA
"2868",5904044,"External",NA,0,0,NA,NA,NA
"2869",5904045,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2870",5904048,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2871",5904049,"External","Relative",0,35,3,35,0
"2872",5904050,"External",NA,0,0,NA,NA,NA
"2873",5904052,"External","Relative",50,35,3,35,50
"2874",5909037,"External","Care Center",45,40,6,40,45
"2875",5916037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2876",5916038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2877",5916039,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2878",5921032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2879",5922039,"External",NA,0,0,NA,NA,NA
"2880",5922040,"External",NA,0,0,NA,NA,NA
"2881",5922043,"External",NA,0,0,NA,NA,NA
"2882",5922204,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2883",5922205,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2884",5922206,"External","Care Center",0,40,6,40,0
"2885",5922208,"External",NA,0,0,NA,NA,NA
"2886",5925041,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2887",5925176,"External",NA,0,0,NA,NA,NA
"2888",5926031,"External",NA,0,0,NA,NA,NA
"2889",5926032,"External","Care Center",0,40,6,40,0
"2890",5926033,"External",NA,0,0,NA,NA,NA
"2891",5926034,"External","Head Start",0,30,5,30,0
"2892",5926036,"External","Care Center",50,40,6,40,50
"2893",5926172,"External",NA,0,0,NA,NA,NA
"2894",5938033,"External",NA,0,0,NA,NA,NA
"2895",5938034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2896",5940032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2897",5942037,"External",NA,0,0,NA,NA,NA
"2898",5942038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2899",5942174,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2900",5947034,"External","Care Center",90,45,6,45,90
"2901",5959036,"External",NA,0,0,NA,NA,NA
"2902",5960042,"External",NA,0,0,NA,NA,NA
"2903",5960043,"External",NA,0,0,NA,NA,NA
"2904",5960044,"External","Care Center",0,20,6,20,0
"2905",5960045,"External",NA,0,0,NA,NA,NA
"2906",5960047,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2907",5960048,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2908",5964030,"External",NA,0,0,NA,NA,NA
"2909",5964032,"External",NA,0,0,NA,NA,NA
"2910",5965037,"External",NA,0,0,NA,NA,NA
"2911",5965185,"External",NA,0,0,NA,NA,NA
"2912",5968033,"External","Care Center",95,35,6,35,95
"2913",5968034,"External","Non Relative",30,40,4,40,30
"2914",5969034,"External","Relative",0,10,1,10,0
"2915",5977035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2916",5984034,"External",NA,0,0,NA,NA,NA
"2917",5984035,"External",NA,0,0,NA,NA,NA
"2918",5987035,"External",NA,0,0,NA,NA,NA
"2919",5987036,"External","Care Center",50,48,6,48,50
"2920",5987192,"External",NA,0,0,NA,NA,NA
"2921",5990035,"External",NA,0,0,NA,NA,NA
"2922",5990036,"External",NA,0,0,NA,NA,NA
"2923",5990037,"External",NA,0,0,NA,NA,NA
"2924",5990177,"External",NA,0,0,NA,NA,NA
"2925",5990178,"External",NA,0,0,NA,NA,NA
"2926",5990180,"External","Head Start",0,40,5,40,0
"2927",5991031,"External",NA,0,0,NA,NA,NA
"2928",5991032,"External",NA,0,0,NA,NA,NA
"2929",5991033,"External",NA,0,0,NA,NA,NA
"2930",5991034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2931",5994032,"External","Non Relative",50,30,4,30,50
"2932",5995032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2933",5995033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2934",5995034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2935",5995038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2936",5995040,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2937",5995042,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2938",5995043,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2939",5995044,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2940",5998034,"External","Care Center",98,45,6,45,98
"2941",6023033,"External",NA,0,0,NA,NA,NA
"2942",6023035,"External","Care Center",110,10,6,10,110
"2943",6024033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2944",6024034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2945",6024035,"External","Non Relative",NA,30,4,30,NA
"2946",6028043,"External",NA,0,0,NA,NA,NA
"2947",6028180,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2948",6028181,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2949",6030034,"External",NA,0,0,NA,NA,NA
"2950",6030036,"External","Care Center",70,55,6,55,70
"2951",6030037,"External","Head Start",0,8,5,8,0
"2952",6030038,"External","Care Center",0,6,6,6,0
"2953",6040035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2954",6040036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2955",6041035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2956",6041036,"External",NA,0,0,NA,NA,NA
"2957",6041039,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2958",6041173,"External",NA,0,0,NA,NA,NA
"2959",6041174,"External",NA,0,0,NA,NA,NA
"2960",6051183,"External","Head Start",0,30,5,30,0
"2961",6051185,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2962",6053034,"External","Relative",0,24,3,24,0
"2963",6053035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2964",6053037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2965",6053039,"External",NA,0,0,NA,NA,NA
"2966",6054032,"External",NA,0,0,NA,NA,NA
"2967",6054033,"External","Relative",50,30,3,30,50
"2968",6060030,"External",NA,0,0,NA,NA,NA
"2969",6060031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2970",6064037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2971",6064038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2972",6066030,"External","Relative",0,183,1,168,0
"2973",6066031,"External","Relative",0,168,1,168,0
"2974",6069171,"External",NA,0,0,NA,NA,NA
"2975",6073033,"External",NA,0,0,NA,NA,NA
"2976",6073034,"External",NA,0,0,NA,NA,NA
"2977",6073036,"External",NA,0,0,NA,NA,NA
"2978",6073037,"External",NA,0,0,NA,NA,NA
"2979",6077176,"External",NA,0,0,NA,NA,NA
"2980",6086030,"External",NA,0,0,NA,NA,NA
"2981",6086031,"External",NA,0,0,NA,NA,NA
"2982",6088034,"External","Care Center",17,20,6,20,17
"2983",6093036,"External",NA,0,0,NA,NA,NA
"2984",6093038,"External",NA,0,0,NA,NA,NA
"2985",6093039,"External","Relative",55,40,1,40,55
"2986",6093040,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2987",6093041,"External","Relative",50,40,3,40,50
"2988",6093042,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2989",6095034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2990",6103037,"External","Relative",0,10,3,10,0
"2991",6103038,"External",NA,0,0,NA,NA,NA
"2992",6103039,"External",NA,0,0,NA,NA,NA
"2993",6103040,"External",NA,0,0,NA,NA,NA
"2994",6103041,"External",NA,0,0,NA,NA,NA
"2995",6103043,"External","Relative",45,25,3,25,45
"2996",6103180,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"2997",6107043,"External",NA,0,0,NA,NA,NA
"2998",6107045,"External",NA,0,0,NA,NA,NA
"2999",6107047,"External","Relative",20,8,3,8,20
"3000",6108032,"External",NA,0,0,NA,NA,NA
"3001",6110040,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3002",6110041,"External",NA,0,0,NA,NA,NA
"3003",6110042,"External",NA,0,0,NA,NA,NA
"3004",6110044,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3005",6110045,"External",NA,0,0,NA,NA,NA
"3006",6110046,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3007",6110047,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3008",6111033,"External",NA,0,0,NA,NA,NA
"3009",6111034,"External","Care Center",55,45,6,45,55
"3010",6112035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3011",6112036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3012",6112192,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3013",6114048,"External",NA,0,0,NA,NA,NA
"3014",6114049,"External",NA,0,0,NA,NA,NA
"3015",6114050,"External",NA,0,0,NA,NA,NA
"3016",6114053,"External",NA,0,0,NA,NA,NA
"3017",6114054,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3018",6114055,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3019",6114189,"External","Relative",0,4,1,4,0
"3020",6114193,"External","Relative",0,42,3,42,0
"3021",6115049,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3022",6115052,"External","Relative",0,7,1,7,0
"3023",6115053,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3024",6115054,"External","Relative",50,6,1,6,50
"3025",6120196,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3026",6121044,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3027",6121047,"External",NA,0,0,NA,NA,NA
"3028",6121048,"External",NA,0,0,NA,NA,NA
"3029",6121050,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3030",6121052,"External",NA,0,0,NA,NA,NA
"3031",6121056,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3032",6121057,"External",NA,0,0,NA,NA,NA
"3033",6121059,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3034",6121060,"External","Relative",0,40,1,40,0
"3035",6121061,"External","Care Center",65,40,6,40,65
"3036",6121188,"External",NA,0,0,NA,NA,NA
"3037",6121198,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3038",6125031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3039",6125036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3040",6125189,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3041",6127038,"External","Relative",15,46,3,40,0
"3042",6127039,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3043",6129036,"External",NA,0,0,NA,NA,NA
"3044",6133180,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3045",6133181,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3046",6145037,"External",NA,0,0,NA,NA,NA
"3047",6150033,"External",NA,0,0,NA,NA,NA
"3048",6150034,"External",NA,0,0,NA,NA,NA
"3049",6152030,"External","Care Center",30,17,6,4,0
"3050",6153031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3051",6154033,"External",NA,0,0,NA,NA,NA
"3052",6156182,"External","Care Center",0,35,6,35,0
"3053",6157031,"External","Care Center",55,8,6,8,55
"3054",6159033,"External",NA,0,0,NA,NA,NA
"3055",6159034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3056",6159035,"External",NA,0,0,NA,NA,NA
"3057",6159038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3058",6159173,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3059",6161031,"External",NA,0,0,NA,NA,NA
"3060",6161032,"External","Care Center",37.5,11,6,11,37.5
"3061",6161033,"External","Care Center",37.5,11,6,11,37.5
"3062",6161034,"External","Care Center",70,40,6,40,70
"3063",6161178,"External",NA,0,0,NA,NA,NA
"3064",6165037,"External",NA,0,0,NA,NA,NA
"3065",6166053,"External",NA,0,0,NA,NA,NA
"3066",6166054,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3067",6166055,"External",NA,0,0,NA,NA,NA
"3068",6166057,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3069",6166058,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3070",6166059,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3071",6166060,"External","Relative",50,40,1,40,50
"3072",6166062,"External","Relative",0,40,3,40,0
"3073",6166063,"External","Relative",50,40,1,40,50
"3074",6166177,"External","Relative",0,80,1,80,0
"3075",6166179,"External","Care Center",60,45,6,45,60
"3076",6170033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3077",6170034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3078",6171033,"External",NA,0,0,NA,NA,NA
"3079",6172180,"External","Relative",25,50,3,50,25
"3080",6179038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3081",6179040,"External",NA,0,0,NA,NA,NA
"3082",6179041,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3083",6179174,"External",NA,0,0,NA,NA,NA
"3084",6183170,"External","Relative",0,8,3,8,0
"3085",6187035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3086",6187036,"External",NA,0,0,NA,NA,NA
"3087",6187037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3088",6187038,"External",NA,0,0,NA,NA,NA
"3089",6187040,"External",NA,0,0,NA,NA,NA
"3090",6187178,"External",NA,0,0,NA,NA,NA
"3091",6187179,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3092",6191030,"External",NA,0,0,NA,NA,NA
"3093",6191031,"External",NA,0,0,NA,NA,NA
"3094",6200034,"External",NA,0,0,NA,NA,NA
"3095",6200038,"External",NA,0,0,NA,NA,NA
"3096",6200039,"External",NA,0,0,NA,NA,NA
"3097",6200040,"External",NA,0,0,NA,NA,NA
"3098",6200041,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3099",6203035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3100",6203038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3101",6203182,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3102",6203183,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3103",6203185,"External",NA,0,0,NA,NA,NA
"3104",6203186,"External","Care Center",0,16,6,8,0
"3105",6205038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3106",6205040,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3107",6205041,"External","Relative",0,33,3,33,0
"3108",6205042,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3109",6205182,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3110",6205193,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3111",6210035,"External",NA,0,0,NA,NA,NA
"3112",6210036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3113",6210037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3114",6210040,"External",NA,0,0,NA,NA,NA
"3115",6212035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3116",6212036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3117",6212037,"External",NA,0,0,NA,NA,NA
"3118",6212038,"External","Non Relative",50,40,4,40,50
"3119",6216030,"External",NA,0,0,NA,NA,NA
"3120",6217034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3121",6217035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3122",6217036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3123",6227030,"External",NA,0,0,NA,NA,NA
"3124",6227178,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3125",6228036,"External",NA,0,0,NA,NA,NA
"3126",6228037,"External",NA,0,0,NA,NA,NA
"3127",6228177,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3128",6228178,"External",NA,0,0,NA,NA,NA
"3129",6229031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3130",6229032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3131",6229033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3132",6229178,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3133",6231036,"External",NA,0,0,NA,NA,NA
"3134",6231037,"External",NA,0,0,NA,NA,NA
"3135",6231040,"External","Unkown Type",0,168,97,168,0
"3136",6231041,"External","Relative",0,5,3,5,0
"3137",6231182,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3138",6232039,"External",NA,0,0,NA,NA,NA
"3139",6232042,"External",NA,0,0,NA,NA,NA
"3140",6232046,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3141",6232047,"External",NA,0,0,NA,NA,NA
"3142",6232048,"External",NA,0,0,NA,NA,NA
"3143",6233036,"External",NA,0,0,NA,NA,NA
"3144",6233037,"External",NA,0,0,NA,NA,NA
"3145",6250034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3146",6262034,"External",NA,0,0,NA,NA,NA
"3147",6262035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3148",6262036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3149",6275031,"External","Care Center",70,55,6,55,70
"3150",6275033,"External","Care Center",90,55,6,55,90
"3151",6275034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3152",6275035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3153",6281039,"External",NA,0,0,NA,NA,NA
"3154",6287041,"External",NA,0,0,NA,NA,NA
"3155",6287042,"External","Non Relative",25,7.5,4,7.5,25
"3156",6287043,"External","Non Relative",25,7,4,7,25
"3157",6287044,"External","Care Center",5,2.5,6,2.5,5
"3158",6316031,"External",NA,0,0,NA,NA,NA
"3159",6316032,"External",NA,0,0,NA,NA,NA
"3160",6316033,"External","Relative",19.2307692307692,8,1,8,19.2307692307692
"3161",6316172,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3162",6327171,"External",NA,0,0,NA,NA,NA
"3163",6327172,"External",NA,0,0,NA,NA,NA
"3164",6335035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3165",6335036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3166",6335037,"External","Relative",20,50,3,25,20
"3167",6335038,"External","Relative",0,45,1,45,0
"3168",6342170,"External",NA,0,0,NA,NA,NA
"3169",6350032,"External",NA,0,0,NA,NA,NA
